Frequency,Power
10950000.000000,263.482162
10958000.000000,263.482162
10966000.000000,263.482162
10974000.000000,263.482162
10982000.000000,263.482162
10990000.000000,263.482162
10998000.000000,263.482162
11006000.000000,263.482162
11014000.000000,263.482162
11022000.000000,263.482162
11030000.000000,263.482162
11038000.000000,263.482162
11046000.000000,263.482162
11054000.000000,263.482162
11062000.000000,263.482162
11070000.000000,263.482162
11078000.000000,263.482162
11086000.000000,263.482162
11094000.000000,263.482162
11102000.000000,263.482162
11110000.000000,263.482162
11118000.000000,263.482162
11126000.000000,263.482162
11134000.000000,263.482162
11142000.000000,263.482162
11150000.000000,263.482162
11158000.000000,263.482162
11166000.000000,263.482162
11174000.000000,263.482162
11182000.000000,263.482162
11190000.000000,263.482162
11198000.000000,263.482162
11206000.000000,263.482162
11214000.000000,263.482162
11222000.000000,263.482162
11230000.000000,263.482162
11238000.000000,263.482162
11246000.000000,263.482162
11254000.000000,263.482162
11262000.000000,263.482162
11270000.000000,263.482162
11278000.000000,263.482162
11286000.000000,263.482162
11294000.000000,263.482162
11302000.000000,263.482162
11310000.000000,263.482162
11318000.000000,263.482162
11326000.000000,263.482162
11334000.000000,263.482162
11342000.000000,263.482162
11350000.000000,263.482162
11358000.000000,263.482162
11366000.000000,263.482162
11374000.000000,263.482162
11382000.000000,263.482162
11390000.000000,263.482162
11398000.000000,263.482162
11406000.000000,263.482162
11414000.000000,263.482162
11422000.000000,263.482162
11430000.000000,263.482162
11438000.000000,263.482162
11446000.000000,263.482162
11454000.000000,263.482162
11462000.000000,263.482162
11470000.000000,263.482162
11478000.000000,263.482162
11486000.000000,263.482162
11494000.000000,263.482162
11502000.000000,263.482162
11510000.000000,263.482162
11518000.000000,263.482162
11526000.000000,263.482162
11534000.000000,263.482162
11542000.000000,263.482162
11550000.000000,263.482162
11558000.000000,263.482162
11566000.000000,263.482162
11574000.000000,263.482162
11582000.000000,263.482162
11590000.000000,263.482162
11598000.000000,263.482162
11606000.000000,263.482162
11614000.000000,263.482162
11622000.000000,263.482162
11630000.000000,263.482162
11638000.000000,263.482162
11646000.000000,263.482162
11654000.000000,263.482162
11662000.000000,263.482162
11670000.000000,263.482162
11678000.000000,263.482162
11686000.000000,263.482162
11694000.000000,263.482162
11702000.000000,263.482162
11710000.000000,263.482162
11718000.000000,263.482162
11726000.000000,263.482162
11734000.000000,263.482162
11742000.000000,263.482162
11750000.000000,263.482162
11758000.000000,263.482162
11766000.000000,263.482162
11774000.000000,263.482162
11782000.000000,263.482162
11790000.000000,263.482162
11798000.000000,263.482162
11806000.000000,263.482162
11814000.000000,263.482162
11822000.000000,263.482162
11830000.000000,263.482162
11838000.000000,263.482162
11846000.000000,263.482162
11854000.000000,263.482162
11862000.000000,263.482162
11870000.000000,263.482162
11878000.000000,263.482162
11886000.000000,263.482162
11894000.000000,263.482162
11902000.000000,263.482162
11910000.000000,263.482162
11918000.000000,263.482162
11926000.000000,263.482162
11934000.000000,263.482162
11942000.000000,263.482162
11950000.000000,263.482162
11958000.000000,263.482162
11966000.000000,263.482162
11974000.000000,263.482162
11982000.000000,263.482162
11990000.000000,263.482162
11998000.000000,263.482162
12006000.000000,263.482162
12014000.000000,263.482162
12022000.000000,263.482162
12030000.000000,263.482162
12038000.000000,263.482162
12046000.000000,263.482162
12054000.000000,263.482162
12062000.000000,263.482162
12070000.000000,263.482162
12078000.000000,263.482162
12086000.000000,263.482162
12094000.000000,263.482162
12102000.000000,263.482162
12110000.000000,263.482162
12118000.000000,263.482162
12126000.000000,263.482162
12134000.000000,263.482162
12142000.000000,263.482162
12150000.000000,263.482162
12158000.000000,263.482162
12166000.000000,263.482162
12174000.000000,263.482162
12182000.000000,263.482162
12190000.000000,263.482162
12198000.000000,263.482162
12206000.000000,263.482162
12214000.000000,263.482162
12222000.000000,263.482162
12230000.000000,263.482162
12238000.000000,263.482162
12246000.000000,263.482162
12254000.000000,263.482162
12262000.000000,263.482162
12270000.000000,263.482162
12278000.000000,263.482162
12286000.000000,263.482162
12294000.000000,263.482162
12302000.000000,263.482162
12310000.000000,263.482162
12318000.000000,263.482162
12326000.000000,263.482162
12334000.000000,263.482162
12342000.000000,263.482162
12350000.000000,263.482162
12358000.000000,263.482162
12366000.000000,263.482162
12374000.000000,263.482162
12382000.000000,263.482162
12390000.000000,263.482162
12398000.000000,263.482162
12406000.000000,263.482162
12414000.000000,263.482162
12422000.000000,263.482162
12430000.000000,263.482162
12438000.000000,263.482162
12446000.000000,263.482162
12454000.000000,263.482162
12462000.000000,263.482162
12470000.000000,263.482162
12478000.000000,263.482162
12486000.000000,263.482162
12494000.000000,263.482162
12502000.000000,263.482162
12510000.000000,263.482162
12518000.000000,263.482162
12526000.000000,263.482162
12534000.000000,263.482162
12542000.000000,263.482162
12550000.000000,263.482162
12558000.000000,263.482162
12566000.000000,263.482162
12574000.000000,263.482162
12582000.000000,263.482162
12590000.000000,263.482162
12598000.000000,263.482162
12606000.000000,263.482162
12614000.000000,263.482162
12622000.000000,263.482162
12630000.000000,263.482162
12638000.000000,263.482162
12646000.000000,263.482162
12654000.000000,263.482162
12662000.000000,263.482162
12670000.000000,263.482162
12678000.000000,263.482162
12686000.000000,263.482162
12694000.000000,263.482162
12702000.000000,263.482162
12710000.000000,263.482162
12718000.000000,263.482162
12726000.000000,263.482162
12734000.000000,263.482162
12742000.000000,263.482162
12750000.000000,263.482162
12758000.000000,263.482162
12766000.000000,263.482162
12774000.000000,263.482162
12782000.000000,263.482162
12790000.000000,263.482162
12798000.000000,263.482162
12806000.000000,263.482162
12814000.000000,263.482162
12822000.000000,263.482162
12830000.000000,263.482162
12838000.000000,263.482162
12846000.000000,263.482162
12854000.000000,263.482162
12862000.000000,263.482162
12870000.000000,263.482162
12878000.000000,263.482162
12886000.000000,263.482162
12894000.000000,263.482162
12902000.000000,263.482162
12910000.000000,263.482162
12918000.000000,263.482162
12926000.000000,263.482162
12934000.000000,263.482162
12942000.000000,263.482162
12950000.000000,263.482162
12958000.000000,263.482162
12966000.000000,263.482162
12974000.000000,263.482162
12982000.000000,263.482162
12990000.000000,263.482162
12998000.000000,263.482162
13006000.000000,263.482162
13014000.000000,263.482162
13022000.000000,263.482162
13030000.000000,263.482162
13038000.000000,263.482162
13046000.000000,263.482162
13054000.000000,263.482162
13062000.000000,263.482162
13070000.000000,263.482162
13078000.000000,263.482162
13086000.000000,263.482162
13094000.000000,263.482162
13102000.000000,263.482162
13110000.000000,263.482162
13118000.000000,263.482162
13126000.000000,263.482162
13134000.000000,263.482162
13142000.000000,263.482162
13150000.000000,263.482162
13158000.000000,263.482162
13166000.000000,263.482162
13174000.000000,263.482162
13182000.000000,263.482162
13190000.000000,263.482162
13198000.000000,263.482162
13206000.000000,263.482162
13214000.000000,263.482162
13222000.000000,263.482162
13230000.000000,263.482162
13238000.000000,263.482162
13246000.000000,263.482162
13254000.000000,263.482162
13262000.000000,263.482162
13270000.000000,263.482162
13278000.000000,263.482162
13286000.000000,263.482162
13294000.000000,263.482162
13302000.000000,263.482162
13310000.000000,263.482162
13318000.000000,263.482162
13326000.000000,263.482162
13334000.000000,263.482162
13342000.000000,263.482162
13350000.000000,263.482162
13358000.000000,263.482162
13366000.000000,263.482162
13374000.000000,263.482162
13382000.000000,263.482162
13390000.000000,263.482162
13398000.000000,263.482162
13406000.000000,263.482162
13414000.000000,263.482162
13422000.000000,263.482162
13430000.000000,263.482162
13438000.000000,263.482162
13446000.000000,263.482162
13454000.000000,263.482162
13462000.000000,263.482162
13470000.000000,263.482162
13478000.000000,263.482162
13486000.000000,263.482162
13494000.000000,263.482162
13502000.000000,263.482162
13510000.000000,263.482162
13518000.000000,263.482162
13526000.000000,263.482162
13534000.000000,263.482162
13542000.000000,263.482162
13550000.000000,263.482162
13558000.000000,263.482162
13566000.000000,263.482162
13574000.000000,263.482162
13582000.000000,263.482162
